"Day","Home","Visitor","Hscore","Vscore","Neutral","Diff"
26,1107,1420,60,65,0,-5
26,1127,1392,70,80,0,-10
26,1102,1108,88,55,0,33
26,1210,1175,97,69,0,28
27,1155,1287,66,51,0,15
27,1401,1459,70,52,0,18
27,1206,1440,68,66,0,2
27,1319,1402,65,70,0,-5
27,1397,1386,102,66,0,36
27,1191,1125,63,72,0,-9
27,1209,1158,72,55,0,17
27,1139,1356,73,76,0,-3
27,1283,1102,85,77,0,8
27,1102,1409,49,56,0,-7
27,1122,1293,74,70,0,4
27,1390,1167,63,50,0,13
27,1429,1363,107,62,0,45
27,1129,1307,77,53,0,24
27,1144,1423,59,78,0,-19
27,1243,1239,70,46,0,24
27,1349,1102,73,62,0,11
27,1202,1354,118,52,0,66
27,1269,1136,88,93,0,-5
27,1262,1436,73,65,0,8
27,1447,1357,74,46,0,28
27,1149,1214,55,67,0,-12
27,1199,1205,72,59,0,13
27,1410,1358,66,69,0,-3
27,1450,1102,90,62,0,28
27,1280,1290,87,48,0,39
27,1439,1255,84,58,0,26
27,1124,1115,99,42,0,57
27,1211,1322,95,57,0,38
27,1140,1411,87,71,0,16
27,1174,1288,59,65,0,-6
28,1232,1369,72,66,0,6
28,1120,1111,67,53,0,14
28,1103,1325,90,70,0,20
28,1102,1150,65,66,0,-1
28,1102,1319,65,68,0,-3
28,1405,1296,78,55,0,23
28,1444,1123,68,76,0,-8
28,1350,1220,71,76,0,-5
28,1438,1456,76,40,0,36
28,1102,1286,62,59,0,3
28,1187,1408,68,58,0,10
28,1416,1153,75,70,0,5
28,1294,1226,69,64,0,5
28,1433,1241,82,81,0,1
28,1279,1404,90,43,0,47
28,1143,1370,70,65,0,5
28,1338,1257,54,64,0,-10
28,1281,1133,54,53,0,1
28,1172,1435,85,65,0,20
28,1112,1285,70,64,0,6
28,1268,1247,84,71,0,13
28,1378,1455,77,82,0,-5
28,1443,1399,88,68,0,20
28,1328,1403,67,69,0,-2
28,1208,1318,76,58,0,18
28,1398,1151,63,66,0,-3
28,1458,1304,67,53,0,14
28,1179,1315,88,55,0,33
28,1102,1256,57,68,0,-11
28,1104,1190,85,69,0,16
28,1333,1340,67,62,0,5
28,1102,1396,76,50,0,26
28,1301,1314,79,76,0,3
28,1242,1452,79,65,0,14
28,1234,1345,70,55,0,15
28,1395,1295,89,82,0,7
28,1361,1388,74,49,0,25
28,1213,1160,64,74,0,-10
28,1130,1263,78,62,0,16
28,1251,1108,108,65,0,43
28,1244,1273,71,81,0,-10
28,1262,1436,53,62,0,-9
28,1193,1192,65,69,0,-4
28,1154,1342,94,82,0,12
28,1107,1310,65,70,0,-5
28,1447,1357,85,86,0,-1
28,1116,1101,85,72,0,13
28,1267,1421,88,67,0,21
28,1149,1214,68,70,0,-2
28,1102,1422,65,86,0,-21
28,1195,1204,73,60,0,13
28,1102,1249,88,66,0,22
28,1184,1219,86,67,0,19
28,1211,1322,95,78,0,17
29,1166,1462,66,61,0,5
29,1294,1226,56,71,0,-15
29,1206,1406,70,65,0,5
29,1326,1353,80,68,0,12
29,1371,1207,78,67,0,11
29,1139,1344,70,64,0,6
29,1337,1167,51,79,0,-28
29,1336,1228,81,98,0,-17
29,1140,1451,87,79,0,8
29,1266,1437,68,85,0,-17
29,1387,1282,62,46,0,16
29,1102,1321,67,74,0,-7
29,1429,1363,85,52,0,33
29,1177,1442,91,72,0,19
29,1129,1307,89,52,0,37
29,1423,1175,87,63,0,24
29,1383,1389,64,70,0,-6
29,1351,1312,66,81,0,-15
29,1450,1322,62,52,0,10
29,1397,1367,80,60,0,20
29,1233,1164,85,65,0,20
29,1212,1368,70,77,0,-7
29,1323,1468,81,70,0,11
31,1277,1458,76,85,0,-9
31,1345,1268,73,70,0,3
31,1304,1276,69,80,0,-11
31,1278,1234,102,95,0,7
32,1257,1246,62,59,0,3
32,1156,1464,87,69,0,18
32,1321,1326,71,70,0,1
32,1416,1102,54,63,0,-9
32,1460,1453,67,53,0,14
32,1228,1102,69,60,0,9
32,1211,1438,98,75,0,23
32,1236,1352,88,102,0,-14
32,1102,1324,75,77,0,-2
32,1406,1164,78,73,0,5
32,1206,1313,65,68,0,-3
32,1261,1311,86,80,0,6
33,1156,1464,81,74,0,7
33,1232,1179,63,81,0,-18
33,1284,1145,84,66,0,18
33,1460,1453,90,77,0,13
33,1320,1283,59,79,0,-20
33,1356,1191,63,57,0,6
33,1260,1229,90,60,0,30
33,1102,1324,80,83,0,-3
33,1344,1177,95,90,0,5
33,1236,1352,87,82,0,5
33,1414,1102,75,56,0,19
33,1420,1127,74,67,0,7
33,1306,1216,77,69,0,8
33,1436,1312,92,78,0,14
33,1435,1108,87,59,0,28
33,1392,1262,73,58,0,15
34,1284,1145,97,69,0,28
34,1232,1179,66,73,0,-7
34,1356,1191,72,84,0,-12
34,1414,1102,73,69,0,4
34,1260,1229,86,55,0,31
34,1458,1268,64,70,0,-6
34,1320,1283,85,75,0,10
34,1161,1201,75,53,0,22
34,1278,1277,81,56,0,25
34,1211,1319,88,58,0,30
34,1112,1160,88,74,0,14
34,1169,1308,66,63,0,3
34,1420,1127,69,75,0,-6
34,1306,1216,53,51,0,2
34,1436,1312,80,81,0,-1
34,1392,1262,71,64,0,7
35,1452,1318,73,51,0,22
35,1439,1274,80,78,0,2
35,1155,1199,77,67,0,10
35,1261,1401,77,54,0,23
35,1353,1345,81,76,0,5
35,1185,1141,60,87,0,-27
35,1273,1459,65,78,0,-13
35,1425,1365,86,63,0,23
35,1243,1303,60,58,0,2
35,1104,1279,82,64,0,18
35,1234,1321,87,72,0,15
35,1211,1469,112,67,0,45
35,1102,1378,58,57,0,1
35,1409,1102,65,64,0,1
35,1124,1146,93,56,0,37
35,1403,1230,79,51,0,28
35,1249,1368,74,64,0,10
36,1386,1433,64,80,0,-16
36,1151,1202,73,77,0,-4
36,1200,1102,47,71,0,-24
36,1325,1132,75,83,0,-8
36,1396,1374,71,79,0,-8
36,1348,1382,63,57,0,6
36,1161,1201,81,59,0,22
36,1344,1139,71,55,0,16
36,1269,1206,18,18,0,0
36,1323,1438,57,66,0,-9
36,1326,1304,90,54,0,36
36,1190,1441,86,78,0,8
36,1173,1247,65,67,0,-2
36,1125,1293,68,55,0,13
36,1208,1280,73,83,0,-10
36,1120,1116,85,97,0,-12
36,1172,1350,74,80,0,-6
36,1462,1371,68,85,0,-17
36,1301,1130,79,76,0,3
36,1359,1440,84,71,0,13
36,1210,1314,72,67,0,5
36,1184,1183,69,61,0,8
36,1102,1336,7,5,0,2
36,1240,1404,80,70,0,10
36,1399,1369,72,63,0,9
36,1163,1177,82,61,0,21
36,1398,1122,59,68,0,-9
36,1281,1397,53,73,0,-20
36,1435,1196,72,91,0,-19
36,1370,1102,84,68,0,16
36,1388,1170,63,45,0,18
36,1175,1264,59,65,0,-6
36,1214,1205,80,69,0,11
36,1255,1421,73,80,0,-7
36,1457,1144,84,83,0,1
36,1124,1108,105,76,0,29
36,1342,1347,65,71,0,-6
36,1219,1367,63,52,0,11
36,1395,1102,66,61,0,5
37,1102,1429,48,83,0,-35
37,1458,1278,71,59,0,12
37,1362,1360,70,62,0,8
37,1417,1102,72,70,0,2
37,1268,1276,73,84,0,-11
37,1102,1112,53,80,0,-27
37,1307,1305,54,68,0,-14
37,1425,1160,62,72,0,-10
37,1102,1319,65,78,0,-13
37,1363,1129,54,106,0,-52
37,1332,1143,82,69,0,13
37,1214,1205,69,80,0,-11
37,1457,1144,94,76,0,18
37,1255,1421,65,55,0,10
37,1342,1347,65,63,0,2
37,1219,1367,51,60,0,-9
38,1145,1389,70,58,0,12
38,1352,1454,67,64,0,3
38,1237,1156,62,65,0,-3
38,1265,1310,63,61,0,2
38,1349,1102,95,86,0,9
38,1464,1453,84,77,0,7
38,1150,1443,63,67,0,-4
38,1193,1351,62,70,0,-8
38,1102,1426,102,93,0,9
38,1111,1407,56,69,0,-13
38,1204,1375,59,88,0,-29
38,1297,1236,75,68,0,7
38,1157,1209,81,69,0,12
38,1253,1167,90,89,0,1
38,1198,1330,82,67,0,15
38,1324,1460,51,90,0,-39
38,1102,1117,84,72,0,12
38,1102,1402,83,77,0,6
38,1256,1267,75,68,0,7
38,1102,1168,81,63,0,18
38,1379,1431,74,66,0,8
38,1103,1245,66,62,0,4
38,1252,1251,77,70,0,7
38,1244,1239,57,62,0,-5
39,1318,1189,75,52,0,23
39,1130,1257,64,76,0,-12
39,1237,1156,49,59,0,-10
39,1116,1281,68,81,0,-13
39,1242,1400,59,84,0,-25
39,1344,1166,65,67,0,-2
39,1102,1182,63,75,0,-12
39,1235,1124,65,76,0,-11
39,1145,1389,63,60,0,3
39,1440,1151,84,79,0,5
39,1444,1405,59,70,0,-11
39,1353,1234,75,77,0,-2
39,1220,1456,61,56,0,5
39,1243,1395,60,67,0,-7
39,1408,1187,60,56,0,4
39,1202,1273,83,80,0,3
39,1247,1200,89,52,0,37
39,1174,1158,70,67,0,3
39,1274,1155,65,66,0,-1
39,1196,1261,83,79,0,4
39,1265,1310,72,86,0,-14
39,1153,1409,66,70,0,-4
39,1123,1325,68,78,0,-10
39,1102,1319,78,83,0,-5
39,1198,1330,66,71,0,-5
39,1204,1375,62,49,0,13
39,1349,1102,84,69,0,15
39,1157,1209,62,70,0,-8
39,1401,1120,68,66,0,2
39,1464,1453,69,79,0,-10
39,1111,1407,90,59,0,31
39,1150,1443,75,71,0,4
39,1328,1452,75,71,0,4
39,1425,1102,64,46,0,18
39,1403,1329,77,82,0,-5
39,1191,1320,65,61,0,4
39,1361,1161,67,70,0,-3
39,1315,1282,52,45,0,7
39,1173,1206,74,65,0,9
39,1371,1139,68,60,0,8
39,1442,1295,50,68,0,-18
39,1324,1460,81,71,0,10
39,1183,1399,87,81,0,6
39,1293,1287,56,61,0,-5
39,1102,1117,62,55,0,7
39,1102,1402,59,71,0,-12
39,1404,1125,69,90,0,-21
39,1350,1382,66,69,0,-3
39,1193,1351,72,56,0,16
39,1422,1190,61,71,0,-10
39,1379,1431,62,77,0,-15
39,1377,1102,93,54,0,39
39,1122,1184,75,80,0,-5
39,1102,1426,75,62,0,13
39,1303,1331,83,95,0,-12
39,1296,1132,42,68,0,-26
39,1397,1104,63,71,0,-8
39,1228,1345,66,58,0,8
39,1297,1236,70,68,0,2
39,1369,1398,83,79,0,4
39,1102,1429,53,72,0,-19
39,1283,1232,84,74,0,10
39,1333,1143,73,64,0,9
39,1279,1455,79,83,0,-4
39,1280,1246,73,78,0,-5
39,1285,1294,62,64,0,-2
39,1253,1167,76,89,0,-13
39,1256,1267,73,80,0,-7
39,1378,1416,68,61,0,7
39,1201,1461,74,78,0,-4
39,1459,1359,94,84,0,10
39,1207,1266,60,64,0,-4
39,1304,1277,77,84,0,-7
39,1102,1168,65,61,0,4
39,1417,1160,65,62,0,3
39,1363,1129,86,87,0,-1
39,1211,1362,85,62,0,23
39,1332,1390,73,56,0,17
39,1307,1305,74,84,0,-10
39,1450,1112,82,86,0,-4
39,1314,1323,66,65,0,1
39,1260,1317,57,49,0,8
39,1451,1430,70,62,0,8
39,1376,1197,78,71,0,7
39,1216,1127,76,56,0,20
39,1298,1137,78,69,0,9
39,1354,1102,86,97,0,-11
39,1250,1248,90,89,0,1
39,1159,1119,101,57,0,44
39,1262,1312,67,73,0,-6
39,1263,1306,59,56,0,3
39,1244,1239,66,72,0,-6
39,1101,1249,83,65,0,18
39,1270,1146,67,81,0,-14
39,1252,1251,50,66,0,-16
39,1106,1212,49,66,0,-17
39,1372,1102,78,67,0,11
39,1311,1358,81,84,0,-3
39,1436,1107,62,63,0,-1
39,1115,1290,92,52,0,40
39,1223,1322,99,93,0,6
40,1318,1189,66,58,0,8
40,1220,1456,82,73,0,9
40,1102,1182,75,73,0,2
40,1174,1158,59,66,0,-7
40,1373,1284,78,77,0,1
40,1283,1232,70,66,0,4
40,1191,1320,70,64,0,6
40,1348,1386,85,77,0,8
40,1315,1282,53,77,0,-24
40,1442,1295,67,78,0,-11
40,1377,1102,79,57,0,22
40,1303,1331,75,86,0,-11
40,1278,1326,77,60,0,17
40,1179,1356,73,55,0,18
40,1210,1448,70,54,0,16
40,1374,1102,60,74,0,-14
40,1276,1321,85,66,0,19
40,1263,1306,58,62,0,-4
40,1262,1312,74,60,0,14
40,1216,1127,77,74,0,3
40,1159,1119,73,75,0,-2
40,1354,1102,66,73,0,-7
40,1248,1250,82,70,0,12
40,1436,1107,74,66,0,8
40,1137,1298,60,63,0,-3
40,1241,1288,73,80,0,-7
41,1285,1294,56,54,0,2
41,1333,1390,71,81,0,-10
41,1373,1284,76,62,0,14
41,1179,1356,86,55,0,31
41,1102,1268,63,55,0,8
41,1201,1461,81,61,0,20
41,1329,1452,84,87,0,-3
41,1361,1161,78,65,0,13
41,1221,1131,76,83,0,-7
41,1149,1457,69,85,0,-16
41,1367,1255,71,69,0,2
41,1205,1144,61,70,0,-9
41,1347,1214,79,66,0,13
41,1164,1175,86,78,0,8
41,1106,1238,44,60,0,-16
42,1245,1405,82,84,0,-2
42,1325,1296,76,73,0,3
42,1132,1141,90,69,0,21
42,1200,1173,55,54,0,1
42,1246,1435,77,74,0,3
42,1182,1172,48,61,0,-13
42,1155,1301,74,70,0,4
42,1403,1243,82,71,0,11
42,1104,1196,86,71,0,15
42,1400,1235,78,72,0,6
42,1274,1314,65,67,0,-2
42,1277,1353,68,45,0,23
42,1266,1163,54,65,0,-11
42,1280,1281,78,63,0,15
42,1395,1242,64,93,0,-29
42,1241,1194,79,70,0,9
42,1131,1221,66,68,0,-2
42,1149,1457,76,78,0,-2
42,1205,1144,85,70,0,15
42,1367,1255,65,59,0,6
42,1347,1214,76,65,0,11
42,1164,1175,81,77,0,4
43,1382,1386,83,57,0,26
43,1378,1409,51,61,0,-10
43,1393,1338,60,63,0,-3
43,1350,1348,80,73,0,7
43,1257,1439,73,71,0,2
43,1151,1359,73,68,0,5
43,1206,1433,61,66,0,-5
43,1139,1207,63,55,0,8
43,1397,1116,79,74,0,5
43,1261,1208,94,92,0,2
43,1459,1422,75,84,0,-9
43,1102,1455,70,63,0,7
43,1462,1385,69,61,0,8
43,1181,1130,83,82,0,1
43,1276,1278,82,57,0,25
43,1166,1371,89,53,0,36
43,1124,1328,76,61,0,15
43,1376,1401,78,54,0,24
43,1279,1120,72,61,0,11
43,1438,1448,70,61,0,9
43,1307,1429,45,77,0,-32
43,1129,1102,78,59,0,19
43,1322,1230,67,75,0,-8
43,1368,1358,52,70,0,-18
43,1146,1102,83,79,0,4
43,1223,1101,63,66,0,-3
43,1311,1249,76,69,0,7
44,1287,1399,57,54,0,3
44,1125,1369,77,66,0,11
44,1220,1318,78,81,0,-3
44,1268,1234,67,89,0,-22
44,1458,1102,80,73,0,7
44,1374,1153,69,76,0,-7
44,1184,1240,69,66,0,3
44,1319,1226,69,73,0,-4
44,1161,1424,74,71,0,3
44,1183,1293,74,68,0,6
44,1294,1286,67,79,0,-12
44,1381,1102,85,80,0,5
44,1362,1102,88,64,0,24
44,1398,1404,74,62,0,12
44,1390,1102,91,75,0,16
44,1112,1425,73,87,0,-14
44,1321,1228,56,81,0,-25
44,1361,1305,65,60,0,5
44,1143,1450,60,71,0,-11
44,1113,1417,75,81,0,-6
44,1160,1332,79,72,0,7
44,1211,1140,86,69,0,17
44,1136,1148,93,68,0,25
44,1254,1384,78,75,0,3
44,1383,1102,70,55,0,15
44,1467,1357,97,90,0,7
45,1346,1264,84,79,0,5
45,1310,1351,70,76,0,-6
45,1453,1324,84,81,0,3
45,1111,1204,66,63,0,3
45,1157,1375,78,65,0,13
45,1405,1325,95,78,0,17
45,1102,1102,66,64,0,2
45,1460,1464,72,74,0,-2
45,1236,1227,96,89,0,7
45,1102,1426,64,77,0,-13
45,1330,1194,71,67,0,4
45,1102,1317,70,77,0,-7
45,1277,1345,54,55,0,-1
45,1292,1198,55,68,0,-13
45,1415,1218,83,88,0,-5
45,1156,1297,58,44,0,14
45,1412,1379,72,60,0,12
45,1168,1253,80,82,0,-2
45,1430,1465,77,50,0,27
45,1129,1102,80,69,0,11
45,1282,1377,64,66,0,-2
45,1443,1256,66,64,0,2
45,1470,1213,72,75,0,-3
45,1295,1303,71,69,0,2
45,1331,1315,71,72,0,-1
45,1355,1442,83,77,0,6
45,1201,1363,79,64,0,15
45,1172,1173,78,89,0,-11
45,1431,1349,101,89,0,12
45,1167,1142,62,49,0,13
45,1307,1429,46,82,0,-36
45,1454,1237,94,70,0,24
45,1254,1384,71,58,0,13
45,1467,1357,62,68,0,-6
45,1383,1102,67,55,0,12
45,1136,1148,76,64,0,12
45,1251,1244,69,63,0,6
45,1466,1391,77,86,0,-9
45,1468,1252,72,77,0,-5
45,1239,1316,66,65,0,1
46,1166,1385,97,79,0,18
46,1181,1448,79,68,0,11
46,1301,1274,59,64,0,-5
46,1120,1104,90,94,0,-4
46,1206,1350,57,77,0,-20
46,1353,1326,68,79,0,-11
46,1454,1237,71,63,0,8
46,1318,1220,67,56,0,11
46,1275,1296,70,58,0,12
46,1452,1400,70,72,0,-2
46,1158,1180,61,60,0,1
46,1154,1151,92,87,0,5
46,1187,1378,63,69,0,-6
46,1435,1280,81,84,0,-3
46,1401,1397,54,68,0,-14
46,1433,1348,68,83,0,-15
46,1182,1200,48,45,0,3
46,1434,1283,68,81,0,-13
46,1319,1226,70,76,0,-6
46,1381,1102,83,67,0,16
46,1177,1371,68,76,0,-8
46,1130,1438,49,61,0,-12
46,1294,1286,74,76,0,-2
46,1456,1174,67,62,0,5
46,1191,1229,57,48,0,9
46,1284,1265,80,64,0,16
46,1185,1103,71,59,0,12
46,1143,1102,84,78,0,6
46,1460,1464,93,55,0,38
46,1395,1124,49,67,0,-18
46,1157,1375,83,69,0,14
46,1116,1208,99,69,0,30
46,1287,1240,56,55,0,1
46,1245,1444,80,54,0,26
46,1346,1264,42,45,0,-3
46,1310,1351,66,55,0,11
46,1102,1317,77,69,0,8
46,1269,1247,83,67,0,16
46,1161,1424,83,80,0,3
46,1111,1204,77,71,0,6
46,1235,1403,64,91,0,-27
46,1193,1373,58,74,0,-16
46,1102,1408,71,50,0,21
46,1139,1163,60,72,0,-12
46,1242,1328,63,59,0,4
46,1141,1132,65,93,0,-28
46,1236,1227,88,55,0,33
46,1102,1426,74,75,0,-1
46,1292,1198,67,56,0,11
46,1102,1102,76,78,0,-2
46,1138,1123,86,69,0,17
46,1196,1246,58,76,0,-18
46,1183,1122,71,74,0,-3
46,1453,1324,87,78,0,9
46,1412,1379,62,58,0,4
46,1125,1404,89,69,0,20
46,1390,1450,75,60,0,15
46,1243,1329,54,70,0,-16
46,1184,1399,90,80,0,10
46,1330,1194,64,55,0,9
46,1443,1256,58,63,0,-5
46,1388,1365,64,66,0,-2
46,1156,1297,74,71,0,3
46,1430,1465,81,77,0,4
46,1168,1253,75,72,0,3
46,1393,1207,74,69,0,5
46,1282,1377,62,68,0,-6
46,1102,1211,88,116,0,-28
46,1470,1213,48,59,0,-11
46,1295,1303,80,66,0,14
46,1355,1442,92,63,0,29
46,1331,1315,74,57,0,17
46,1361,1305,69,67,0,2
46,1431,1349,68,71,0,-3
46,1112,1417,76,81,0,-5
46,1102,1332,73,79,0,-6
46,1167,1142,67,50,0,17
46,1471,1414,65,79,0,-14
46,1279,1261,61,75,0,-14
46,1422,1459,45,48,0,-3
46,1262,1216,71,62,0,9
46,1306,1420,54,69,0,-15
46,1313,1288,74,78,0,-4
46,1312,1263,63,54,0,9
46,1127,1436,60,76,0,-16
46,1250,1298,61,69,0,-8
46,1221,1119,68,83,0,-15
46,1214,1421,73,71,0,2
46,1249,1223,71,65,0,6
46,1137,1248,60,83,0,-23
46,1149,1347,64,79,0,-15
46,1146,1358,80,91,0,-11
46,1270,1322,75,78,0,-3
46,1251,1244,76,47,0,29
46,1468,1252,58,65,0,-7
46,1239,1316,68,70,0,-2
46,1131,1159,79,86,0,-7
46,1386,1107,67,64,0,3
46,1311,1368,87,67,0,20
46,1255,1144,58,64,0,-6
46,1115,1106,91,82,0,9
46,1212,1380,55,61,0,-6
46,1102,1230,86,64,0,22
46,1466,1391,73,66,0,7
46,1457,1205,75,65,0,10
47,1462,1344,74,73,0,1
47,1158,1180,73,68,0,5
47,1434,1283,68,78,0,-10
47,1191,1229,68,73,0,-5
47,1284,1265,72,62,0,10
47,1234,1278,86,71,0,15
47,1193,1373,68,75,0,-7
47,1320,1133,78,72,0,6
47,1455,1153,82,76,0,6
47,1304,1102,76,84,0,-8
47,1439,1323,77,63,0,14
47,1201,1363,80,65,0,15
47,1228,1268,63,66,0,-3
47,1232,1260,76,71,0,5
47,1258,1362,68,60,0,8
47,1306,1420,66,68,0,-2
47,1214,1421,77,85,0,-8
47,1457,1205,91,83,0,8
47,1262,1216,58,75,0,-17
47,1313,1288,89,85,0,4
47,1312,1263,41,45,0,-4
47,1127,1436,44,84,0,-40
47,1119,1221,61,70,0,-9
47,1149,1347,48,68,0,-20
47,1298,1250,73,58,0,15
47,1248,1137,87,76,0,11
47,1255,1144,78,69,0,9
47,1131,1159,45,89,0,-44
47,1197,1354,70,68,0,2
48,1374,1396,79,68,0,11
48,1102,1160,58,65,0,-7
48,1177,1163,53,60,0,-7
48,1232,1260,48,58,0,-10
48,1320,1133,73,75,0,-2
48,1461,1129,60,83,0,-23
48,1102,1411,73,67,0,6
49,1444,1138,69,85,0,-16
49,1296,1103,67,65,0,2
49,1141,1245,85,94,0,-9
49,1325,1275,78,61,0,17
49,1172,1386,80,66,0,14
49,1385,1139,69,57,0,12
49,1130,1274,84,62,0,22
49,1276,1458,77,54,0,23
49,1132,1123,64,88,0,-24
49,1196,1279,72,63,0,9
49,1439,1181,74,67,0,7
49,1405,1185,96,63,0,33
49,1328,1395,82,46,0,36
49,1329,1242,75,70,0,5
49,1266,1344,79,69,0,10
49,1246,1104,65,85,0,-20
49,1314,1393,81,75,0,6
49,1425,1415,67,62,0,5
49,1290,1106,51,64,0,-13
49,1212,1108,79,74,0,5
50,1200,1382,54,68,0,-14
50,1102,1433,77,84,0,-7
50,1438,1323,80,68,0,12
50,1199,1301,105,73,0,32
50,1440,1459,78,80,0,-2
50,1173,1182,72,63,0,9
50,1151,1273,83,80,0,3
50,1154,1202,88,94,0,-6
50,1206,1247,75,42,0,33
50,1455,1409,72,53,0,19
50,1326,1321,81,71,0,10
50,1269,1348,80,78,0,2
50,1208,1120,77,95,0,-18
50,1261,1116,92,76,0,16
50,1448,1257,65,77,0,-12
50,1461,1129,70,90,0,-20
50,1400,1403,77,79,0,-2
50,1280,1401,55,56,0,-1
50,1469,1307,63,72,0,-9
50,1372,1146,95,69,0,26
50,1322,1311,66,76,0,-10
50,1358,1249,96,71,0,25
50,1230,1270,83,61,0,22
50,1368,1394,76,63,0,13
51,1396,1416,62,55,0,7
51,1160,1143,89,60,0,29
51,1334,1365,79,58,0,21
51,1102,1390,79,65,0,14
51,1211,1337,95,70,0,25
51,1417,1450,91,61,0,30
51,1198,1194,79,81,0,-2
51,1285,1319,67,56,0,11
51,1102,1345,69,81,0,-12
51,1102,1362,63,79,0,-16
51,1286,1340,71,64,0,7
51,1240,1398,65,64,0,1
51,1429,1361,57,45,0,12
51,1102,1294,54,74,0,-20
51,1399,1125,67,88,0,-21
51,1186,1381,75,63,0,12
51,1183,1287,61,87,0,-26
51,1363,1161,57,90,0,-33
51,1425,1102,95,68,0,27
51,1388,1140,52,62,0,-10
51,1333,1112,64,98,0,-34
51,1359,1422,63,87,0,-24
51,1421,1149,92,54,0,38
51,1367,1214,68,69,0,-1
51,1457,1255,72,61,0,11
51,1447,1254,66,77,0,-11
51,1384,1136,89,82,0,7
51,1144,1342,48,46,0,2
51,1357,1148,65,48,0,17
51,1102,1467,77,57,0,20
52,1102,1331,84,88,0,-4
52,1349,1330,69,59,0,10
52,1264,1310,58,49,0,9
52,1284,1346,92,80,0,12
52,1265,1193,73,63,0,10
52,1150,1412,37,61,0,-24
52,1443,1267,81,73,0,8
52,1297,1237,69,74,0,-5
52,1204,1407,67,64,0,3
52,1102,1453,86,61,0,25
52,1138,1132,69,76,0,-7
52,1426,1102,91,86,0,5
52,1324,1464,82,65,0,17
52,1454,1236,72,81,0,-9
52,1460,1156,64,66,0,-2
52,1142,1415,51,86,0,-35
52,1117,1102,74,72,0,2
52,1351,1373,69,78,0,-9
52,1375,1111,73,64,0,9
52,1382,1182,62,48,0,14
52,1410,1469,82,49,0,33
52,1256,1102,77,66,0,11
52,1102,1402,59,63,0,-4
52,1317,1431,63,33,0,30
52,1379,1292,84,54,0,30
52,1102,1471,69,52,0,17
52,1227,1352,67,53,0,14
52,1315,1295,45,62,0,-17
52,1353,1458,54,60,0,-6
52,1465,1470,83,74,0,9
52,1370,1430,92,93,0,-1
52,1305,1201,73,57,0,16
52,1218,1167,55,60,0,-5
52,1174,1220,74,56,0,18
52,1421,1149,83,75,0,8
52,1384,1136,63,72,0,-9
52,1102,1467,63,52,0,11
52,1244,1466,43,66,0,-23
52,1367,1214,74,84,0,-10
52,1457,1255,70,50,0,20
52,1447,1254,76,74,0,2
52,1195,1468,60,74,0,-14
52,1391,1251,65,59,0,6
52,1144,1342,73,51,0,22
52,1252,1316,84,72,0,12
53,1228,1326,81,87,0,-6
53,1199,1314,82,75,0,7
53,1338,1393,96,76,0,20
53,1279,1208,74,78,0,-4
53,1440,1154,110,103,0,7
53,1180,1456,82,58,0,24
53,1123,1296,78,58,0,20
53,1158,1318,62,67,0,-5
53,1401,1281,52,68,0,-16
53,1285,1319,58,62,0,-4
53,1429,1361,64,59,0,5
53,1406,1241,72,81,0,-9
53,1103,1405,95,94,0,1
53,1325,1245,79,89,0,-10
53,1139,1166,70,66,0,4
53,1273,1441,78,76,0,2
53,1385,1266,71,73,0,-2
53,1151,1459,59,77,0,-18
53,1348,1206,80,60,0,20
53,1278,1276,75,57,0,18
53,1120,1246,66,59,0,7
53,1102,1331,82,91,0,-9
53,1349,1330,58,61,0,-3
53,1286,1340,69,64,0,5
53,1247,1172,53,77,0,-24
53,1204,1407,63,56,0,7
53,1359,1422,70,82,0,-12
53,1324,1464,81,74,0,7
53,1102,1294,61,75,0,-14
53,1160,1390,77,64,0,13
53,1186,1381,94,99,0,-5
53,1104,1116,90,59,0,31
53,1102,1461,72,69,0,3
53,1264,1310,58,55,0,3
53,1194,1198,107,63,0,44
53,1133,1191,69,60,0,9
53,1317,1431,74,65,0,9
53,1229,1232,65,73,0,-8
53,1150,1412,70,55,0,15
53,1209,1157,71,68,0,3
53,1403,1124,60,68,0,-8
53,1202,1190,78,66,0,12
53,1280,1196,72,69,0,3
53,1323,1130,80,70,0,10
53,1177,1434,77,58,0,19
53,1141,1185,75,64,0,11
53,1334,1258,58,49,0,9
53,1183,1184,85,93,0,-8
53,1426,1102,51,68,0,-17
53,1404,1293,57,79,0,-22
53,1284,1346,70,63,0,7
53,1265,1193,52,55,0,-3
53,1117,1102,93,72,0,21
53,1240,1125,91,98,0,-7
53,1417,1102,81,76,0,5
53,1379,1292,64,59,0,5
53,1102,1402,56,67,0,-11
53,1375,1111,77,83,0,-6
53,1102,1453,68,65,0,3
53,1369,1287,50,64,0,-14
53,1424,1307,77,54,0,23
53,1363,1161,61,88,0,-27
53,1297,1237,63,65,0,-2
53,1260,1320,72,57,0,15
53,1397,1435,81,61,0,20
53,1155,1438,50,85,0,-35
53,1227,1352,66,62,0,4
53,1256,1102,82,66,0,16
53,1454,1236,74,81,0,-7
53,1460,1156,85,49,0,36
53,1142,1415,53,70,0,-17
53,1410,1469,72,65,0,7
53,1337,1102,80,65,0,15
53,1333,1113,80,79,0,1
53,1351,1373,72,74,0,-2
53,1388,1211,59,73,0,-14
53,1274,1257,78,72,0,6
53,1400,1243,82,67,0,15
